"PROBEID","logFC","AveExpr","t","P.Value","adj.P.Val","B","SYMBOL","GENENAME"
"213101_s_at",0.706772789072399,12.4986522308511,4.56088574526523,3.74915721172667e-05,0.000236004064912818,1.70392929611983,"ACTR3","actin related protein 3"
"204398_s_at",-1.80441908087783,7.47333814574468,-4.56076819320543,3.75060260865017e-05,0.000236024469094428,1.70355628151131,"EML2","EMAP like 2"
"209875_s_at",2.00592808441628,13.7944294453617,4.56028446760697,3.75655615109207e-05,0.000236328472745033,1.70202136755034,"SPP1","secreted phosphoprotein 1"
"219908_at",-2.1133212766086,3.79275714910638,-4.56000863963927,3.75995509905533e-05,0.000236471630818986,1.70114616246547,"DKK2","dickkopf Wnt signaling pathway inhibitor 2"
"202825_at",-1.1203511776267,10.8540571121915,-4.55943141453904,3.76707782996235e-05,0.00023684883010964,1.69931468470669,"SLC25A4","solute carrier family 25 member 4"
"221952_x_at",0.647478359343884,12.2112595619149,4.55897236962508,3.77275169932579e-05,0.000237134736550636,1.6978582424114,"TRMT5","tRNA methyltransferase 5"
"229113_s_at",1.29245555389366,8.17934384357447,4.55887907118827,3.77390590646063e-05,0.000237136475614914,1.69756223492687,"FAAP20","FA core complex associated protein 20"
"205381_at",3.75085957522172,6.57180539112766,4.5583523178945,3.78042893359943e-05,0.000237475467180746,1.69589104962992,"LRRC17","leucine rich repeat containing 17"
"221827_at",1.48398606182579,8.00521943757447,4.55793049066358,3.78566057704474e-05,0.000237733159745799,1.69455280608267,"RBCK1","RANBP2-type and C3HC4-type zinc finger containing 1"
"223239_at",-1.09950907348417,10.3462132997872,-4.55743100930574,3.79186448568626e-05,0.000238051737022654,1.69296826498938,"GSKIP","GSK3B interacting protein"
"218598_at",1.06822037420362,8.79470862770213,4.55605922751091,3.80895426632582e-05,0.000239053331264635,1.68861679406515,"RINT1","RAD50 interactor 1"
"219684_at",2.28538718295475,3.93464050589362,4.55479929262151,3.82471711577985e-05,0.000239899568793701,1.68462054576207,"RTP4","receptor transporter protein 4"
"226641_at",1.32095249610859,9.48337866829787,4.55483788419516,3.82423335521822e-05,0.000239899568793701,1.68474294400104,"ANKRD44","ankyrin repeat domain 44"
"212160_at",0.997267108814475,11.7264149487447,4.55447367429635,3.82880125729058e-05,0.000240084201566776,1.6835878199039,"XPOT","exportin for tRNA"
"200617_at",1.17219063678054,9.978998946,4.55437664487002,3.83001909686986e-05,0.000240089047019388,1.68328008825043,"MLEC","malectin"
"200827_at",1.45022503939593,9.0752692373617,4.55408861862134,3.83363641896392e-05,0.000240244259062788,1.68236661899556,"PLOD1","procollagen-lysine,2-oxoglutarate 5-dioxygenase 1"
"206107_at",-2.52287998800453,6.31802602778723,-4.55350712798934,3.84094956311376e-05,0.000240630917570073,1.68052249915893,"RGS11","regulator of G protein signaling 11"
"222704_at",0.919435374176467,6.29651370817021,4.55220922271319,3.85732206116986e-05,0.00024151287741709,1.6764066826573,"POLR1A","RNA polymerase I subunit A"
"35846_at",-1.61941438349322,9.36036134270213,-4.55221643459847,3.85723089782518e-05,0.00024151287741709,1.67642955121947,"THRA","thyroid hormone receptor alpha"
"223534_s_at",-1.93293556517195,4.60484502412766,-4.55196963039576,3.86035187812575e-05,0.000241630707804184,1.67564695393231,"RPS6KL1","ribosomal protein S6 kinase like 1"
"203619_s_at",-2.91540911611539,9.15521488402128,-4.55103215155542,3.87222939517338e-05,0.000242302106921521,1.67267442435696,"FAIM2","Fas apoptotic inhibitory molecule 2"
"218473_s_at",1.08632886868325,8.31631426312766,4.54994427169831,3.88605731844031e-05,0.000243095116056964,1.66922529422863,"COLGALT1","collagen beta(1-O)galactosyltransferase 1"
"216903_s_at",-1.13938639134163,9.26392355012766,-4.5483709896242,3.90614073713424e-05,0.000244278854773249,1.66423773795276,"MICU1","mitochondrial calcium uptake 1"
"205775_at",-2.80298144352489,7.02523476740426,-4.54796779979775,3.91130392145909e-05,0.000244529098742839,1.66295966534582,"FAM50B","family with sequence similarity 50 member B"
"206848_at",2.20447775997058,6.27128488131915,4.54717744912649,3.92144442959266e-05,0.000245090276849542,1.66045445333389,"HOXA7","homeobox A7"
"206848_at",2.20447775997058,6.27128488131915,4.54717744912649,3.92144442959266e-05,0.000245090276849542,1.66045445333389,"COX20","cytochrome c oxidase assembly factor COX20"
"202092_s_at",0.997363043434389,9.64857852787234,4.54634235274626,3.93218702364234e-05,0.000245688741014162,1.65780758563328,"ARL2BP","ARF like GTPase 2 binding protein"
"203569_s_at",1.02578869281674,9.51027239659575,4.54558942014676,3.94189737961427e-05,0.000246222373415075,1.65542129487048,"OFD1","OFD1 centriole and centriolar satellite protein"
"226474_at",2.52789415126697,4.6265350906383,4.54430319544514,3.95853981322995e-05,0.000247188558494484,1.65134516845195,"NLRC5","NLR family CARD domain containing 5"
"218356_at",0.967798201984159,10.8039553552979,4.54393355133447,3.96333534868047e-05,0.000247414617703808,1.65017382308041,"MRM2","mitochondrial rRNA methyltransferase 2"
"204573_at",1.51056123613122,8.99563837982979,4.54359815854445,3.96769145217842e-05,0.000247613119087921,1.64911104576176,"CROT","carnitine O-octanoyltransferase"
"209577_at",-1.0703941035362,7.22797619678723,-4.54322831152943,3.97250048646893e-05,0.000247839760640696,1.64793912554468,"PCYT2","phosphate cytidylyltransferase 2, ethanolamine"
"203889_at",-1.57767546487556,12.7539332090426,-4.54284472976693,3.97749414159245e-05,0.000248077782757099,1.64672372231515,"SCG5","secretogranin V"
"218976_at",-2.31525528199095,9.36276152131915,-4.54259202240798,3.98078736879395e-05,0.000248209638960642,1.64592302397767,"DNAJC12","DnaJ heat shock protein family (Hsp40) member C12"
"217724_at",0.512927298936656,12.5331697414894,4.5416388996444,3.9932323063658e-05,0.000248911874589873,1.64290322334664,"SERBP1","SERPINE1 mRNA binding protein 1"
"200896_x_at",0.988303688898188,11.0041130694043,4.54047566041055,4.00847237959296e-05,0.000249782320318515,1.63921802791286,"HDGF","heparin binding growth factor"
"203182_s_at",-0.814297217375568,11.5608147617021,-4.54039205782409,4.00956988292761e-05,0.000249782320318515,1.63895318471203,"SRPK2","SRSF protein kinase 2"
"201807_at",-0.679919465339371,11.7160249431915,-4.53862798263971,4.03279674414255e-05,0.000251130074829995,1.6333652279882,"VPS26A","VPS26 retromer complex component A"
"31845_at",2.64505507340272,5.69331311019149,4.53856787925081,4.03359041805327e-05,0.000251130074829995,1.63317485639764,"ELF4","E74 like ETS transcription factor 4"
"225763_at",2.12506540779412,6.16892987382979,4.5384753855776,4.03481210920754e-05,0.000251131859547069,1.63288189360753,"RCSD1","RCSD domain containing 1"
"229921_at",-2.40170478392534,9.89355922659574,-4.53764154562375,4.04584215312722e-05,0.00025174394715734,1.63024090524813,"KIF5A","kinesin family member 5A"
"235591_at",-4.01289030663575,5.80365067512766,-4.53748457484939,4.04792186467121e-05,0.000251798922137497,1.629743758305,"SSTR1","somatostatin receptor 1"
"228850_s_at",-3.13401630668326,6.14088626365957,-4.53606050662179,4.06683729598137e-05,0.000252900812645222,1.62523384360213,"SLIT2","slit guidance ligand 2"
"218493_at",-1.11115708954525,10.6300583607872,-4.53568391052814,4.07185395439424e-05,0.000253137996869459,1.62404128169354,"SNRNP25","small nuclear ribonucleoprotein U11/U12 subunit 25"
"229997_at",2.02804756911764,6.86804641348936,4.53534207471154,4.07641281613015e-05,0.000253346589251667,1.62295882694345,"VANGL1","VANGL planar cell polarity protein 1"
"203045_at",1.09144395853167,8.30254873865957,4.53439582963751,4.08905841191702e-05,0.000254057495781739,1.61996261443204,"NINJ1","ninjurin 1"
"226810_at",-1.7794719304344,11.7675229271489,-4.53408195248917,4.09326153758408e-05,0.00025424359801164,1.61896879846429,"OGFRL1","opioid growth factor receptor like 1"
"206587_at",1.08529893092986,5.42408001885106,4.53399084924797,4.09448229221643e-05,0.000254244401920814,1.61868034696576,"CCT6B","chaperonin containing TCP1 subunit 6B"
"204370_at",1.0805346890724,8.36300234778723,4.53253799772744,4.11399829237457e-05,0.00025537338551702,1.61408061677673,"CLP1","cleavage factor polyribonucleotide kinase subunit 1"
"236077_at",1.37830486514932,6.53185785219149,4.53245689822595,4.11509037374694e-05,0.00025537338551702,1.61382387199049,"GANC","glucosidase alpha, neutral C"
"209649_at",0.99211198531674,9.84878992208511,4.53175361083378,4.12457271615529e-05,0.000255886400457026,1.61159747749217,"STAM2","signal transducing adaptor molecule 2"
"1552724_at",-1.20652618933258,2.32057395302128,-4.53164430420948,4.12604840470416e-05,0.000255902530698358,1.61125145757499,"RHOXF1","Rhox homeobox family member 1"
"64486_at",1.56754032464932,7.72895067885106,4.53141194803228,4.12918703544243e-05,0.000256021758751291,1.61051592371933,"CORO1B","coronin 1B"
"208775_at",0.704870432171935,12.8835657008511,4.53116292748527,4.13255336148475e-05,0.000256155030209817,1.60972765383967,"XPO1","exportin 1"
"212801_at",-1.83471154362444,8.93495590021277,-4.52883929004256,4.16409472985341e-05,0.000257984579300789,1.60237301056429,"CIT","citron rho-interacting serine/threonine kinase"
"230624_at",-2.51193974752036,7.996714907,-4.52880802952824,4.16452066728779e-05,0.000257984579300789,1.60227407629027,"SLC25A27","solute carrier family 25 member 27"
"219236_at",-2.24749382816516,10.1612714339787,-4.52822641875705,4.17245314012094e-05,0.00025839993703897,1.60043342296384,"PAQR6","progestin and adipoQ receptor family member 6"
"226039_at",-1.08763375379865,9.70202871804255,-4.52713034771041,4.18744246906274e-05,0.000259251952864031,1.5969648735502,"MGAT4A","alpha-1,3-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase A"
"226867_at",1.12220709569909,10.1411455415319,4.52575836556141,4.20627934859472e-05,0.000260341606256745,1.59262364233612,"DENND4C","DENN domain containing 4C"
"220890_s_at",0.781240841124431,11.2200943437447,4.52545479008584,4.21045854087081e-05,0.000260523669269049,1.5916631348445,"DDX47","DEAD-box helicase 47"
"220890_s_at",0.781240841124431,11.2200943437447,4.52545479008584,4.21045854087081e-05,0.000260523669269049,1.5916631348445,"APOLD1","apolipoprotein L domain containing 1"
"227699_at",1.86261624423303,6.41724637248936,4.52527489230403,4.21293703416042e-05,0.000260600424828319,1.59109395290658,"L3HYPDH","trans-L-3-hydroxyproline dehydratase"
"227640_s_at",0.858796436981896,9.85664447804255,4.52517794219468,4.21427333055704e-05,0.000260606502961885,1.59078721420023,"RP9","RP9 pre-mRNA splicing factor"
"227640_s_at",0.858796436981896,9.85664447804255,4.52517794219468,4.21427333055704e-05,0.000260606502961885,1.59078721420023,"RP9P","RP9 pseudogene"
"227157_at",1.55637381271267,7.95360992082979,4.52471405795551,4.22067295112087e-05,0.000260925596537722,1.58931957359768,"PRIMPOL","primase and DNA directed polymerase"
"218396_at",1.30387254673529,10.0699369167021,4.52350373821584,4.23741502879793e-05,0.000261883694527882,1.58549062247923,"VPS13C","vacuolar protein sorting 13 homolog C"
"244552_at",1.66389241254072,4.16898335270213,4.52338274151257,4.23909231964735e-05,0.00026191045884525,1.58510786026154,"ZNF788P","zinc finger family member 788, pseudogene"
"208359_s_at",-4.27749548627602,4.39436873104255,-4.522937367917,4.24527181779464e-05,0.000262215292736435,1.58369899422693,"KCNJ4","potassium inwardly rectifying channel subfamily J member 4"
"230298_at",-1.19404639796833,8.7417282212766,-4.52233339211822,4.25366599289752e-05,0.000262656700353455,1.58178850014296,"MBLAC2","metallo-beta-lactamase domain containing 2"
"225723_at",1.28261430240272,9.17630832482979,4.52203947554102,4.2577567800802e-05,0.000262832200060669,1.58085881922644,"CCDC167","coiled-coil domain containing 167"
"202239_at",1.63429224916289,8.31570177278723,4.52070275773321,4.27641012323685e-05,0.000263906282891046,1.57663096597266,"PARP4","poly(ADP-ribose) polymerase family member 4"
"201268_at",0.824497169751124,12.5026077134043,4.52017845343097,4.28374839899876e-05,0.000264281664123458,1.57497279343073,"NME2","NME/NM23 nucleoside diphosphate kinase 2"
"201268_at",0.824497169751124,12.5026077134043,4.52017845343097,4.28374839899876e-05,0.000264281664123458,1.57497279343073,"NME1-NME2","NME1-NME2 readthrough"
"226373_at",-1.41056237476697,8.53818339708511,-4.51701296744317,4.32831586048072e-05,0.000266952970592204,1.56496313047973,"SFXN5","sideroflexin 5"
"227758_at",-2.49343607933032,7.457614591,-4.51656717675668,4.33462858565649e-05,0.00026726400623336,1.5635536983338,"RERG","RAS like estrogen regulated growth inhibitor"
"218357_s_at",0.624043612217195,12.2171725876596,4.51606591510965,4.34173758706615e-05,0.00026762394204317,1.56196894977532,"TIMM8B","translocase of inner mitochondrial membrane 8 homolog B"
"232032_x_at",0.873256705923074,11.2775227111277,4.51552238768774,4.34945890991591e-05,0.000268021399454713,1.56025065264811,"SDF4","stromal cell derived factor 4"
"213893_x_at",0.975408247547507,8.38533740887234,4.51255646088913,4.39183013477684e-05,0.000270553187992545,1.55087561401654,"PMS2P5","PMS1 homolog 2, mismatch repair system component pseudogene 5"
"219673_at",1.30477486111538,6.92264941514894,4.51139175628385,4.40857937253355e-05,0.000271505546494532,1.54719472418511,"MCM9","minichromosome maintenance 9 homologous recombination repair factor"
"200668_s_at",0.537475531945697,12.4327393461702,4.51124700495951,4.41066535799448e-05,0.000271554565035928,1.54673728266825,"UBE2D3","ubiquitin conjugating enzyme E2 D3"
"227335_at",1.65140413250905,8.20964143817021,4.5100654611485,4.42772854586405e-05,0.000272525397340463,1.5430035901899,"DIDO1","death inducer-obliterator 1"
"203946_s_at",-1.99815892200226,7.86631862240425,-4.50848189058278,4.4506989529219e-05,0.000273859143405455,1.53800007292315,"ARG2","arginase 2"
"202307_s_at",1.47350413510634,9.28305288448936,4.50793100511129,4.45871711240209e-05,0.000274272341367808,1.53625962871104,"TAP1","transporter 1, ATP binding cassette subfamily B member"
"209479_at",-1.39522416495928,9.21483052402128,-4.50762482673663,4.46317966231362e-05,0.000274466642978971,1.53529233680345,"CCDC28A","coiled-coil domain containing 28A"
"202501_at",-1.00546182866516,10.4202615676596,-4.50622582854545,4.48362575189946e-05,0.000275643464011342,1.53087288046308,"MAPRE2","microtubule associated protein RP/EB family member 2"
"202242_at",-1.31415813534163,11.9604047358085,-4.50520586289596,4.49859011509864e-05,0.000276482691745478,1.52765112374248,"TSPAN7","tetraspanin 7"
"202912_at",2.74039524555882,10.5672309478936,4.5046336946545,4.50700603925451e-05,0.000276919080929093,1.52584394280554,"ADM","adrenomedullin"
"203408_s_at",-1.62917827623756,11.2876258476809,-4.50369771543723,4.52080643311395e-05,0.000277685951027279,1.52288786191181,"SATB1","SATB homeobox 1"
"225324_at",1.03227023084163,10.0188501015532,4.50280152529416,4.53405892097962e-05,0.000278418728957471,1.52005766596922,"CRLS1","cardiolipin synthase 1"
"231223_at",-3.04197793856788,7.46526917119149,-4.50093863746519,4.56172832128143e-05,0.000280036107211939,1.51417529851121,"CSMD1","CUB and Sushi multiple domains 1"
"202762_at",-0.905981729861992,9.64232520891489,-4.49982316746408,4.57837539139035e-05,0.000280950165790115,1.51065346884659,"ROCK2","Rho associated coiled-coil containing protein kinase 2"
"210607_at",0.907994586812217,4.61937084382979,4.49976216455833,4.57928750036049e-05,0.000280950165790115,1.5104608764064,"FLT3LG","fms related receptor tyrosine kinase 3 ligand"
"224374_s_at",3.16580455042986,5.37041901621277,4.49929347371053,4.58630125112786e-05,0.000281298488741962,1.50898120461209,"EMILIN2","elastin microfibril interfacer 2"
"1559982_s_at",-0.581392191773757,3.358066184,-4.49839664786281,4.59975117175016e-05,0.000282041253030413,1.50615006172365,"AKR1E2","aldo-keto reductase family 1 member E2"
"201389_at",2.14645215362217,7.570598235,4.498306841866,4.60110013919365e-05,0.00028204181109501,1.50586656975535,"ITGA5","integrin subunit alpha 5"
"218099_at",-0.850308779289591,8.93433806595745,-4.49756594468174,4.61224387000216e-05,0.000282642601058356,1.50352785102771,"TEX2","testis expressed 2"
"219025_at",2.25877431298416,6.59006824551064,4.49732068589819,4.61593858918441e-05,0.000282786691799569,1.50275369880528,"CD248","CD248 molecule"
"229302_at",-3.10920428639819,10.4769827262553,-4.49472341926008,4.65524350254846e-05,0.000285111654724018,1.4945564961584,"TMEM178A","transmembrane protein 178A"
"219230_at",2.70926990577828,8.58917781434043,4.49432570018069,4.66129110599303e-05,0.00028539900459905,1.49330142014353,"TMEM100","transmembrane protein 100"
"205263_at",0.82967866123529,9.93348471808511,4.49421338688712,4.66300030181603e-05,0.000285417000451603,1.49294700252406,"BCL10","BCL10 immune signaling adaptor"
"212892_at",0.88189031130543,7.58487548,4.49406936919624,4.66519287610185e-05,0.000285417000451603,1.49249254298083,"ZNF282","zinc finger protein 282"
"229082_at",1.30696905899547,3.72853759361702,4.4940391727684,4.66565272472192e-05,0.000285417000451603,1.49239725640487,"CCDC125","coiled-coil domain containing 125"
"215241_at",-4.22163407457014,5.23719972897872,-4.49373043807333,4.67035686080964e-05,0.000285621766182577,1.49142304031555,"ANO3","anoctamin 3"
"215631_s_at",0.95456671421267,8.66217117189362,4.49308678877129,4.68017896231632e-05,0.000286139317911003,1.48939207979348,"BRMS1","BRMS1 transcriptional repressor and anoikis regulator"
"227475_at",-2.93506946313349,5.11353227040426,-4.49289112425568,4.68316881152102e-05,0.000286238976430074,1.48877470532589,"FOXQ1","forkhead box Q1"
"216975_x_at",-1.00621702145701,3.84893720359574,-4.49252904639404,4.68870646850226e-05,0.000286494255912838,1.48763227899622,"NPAS1","neuronal PAS domain protein 1"
"225868_at",2.10493926499548,9.09323817225532,4.49242040658373,4.69036926667366e-05,0.000286512690259665,1.48728950609106,"TRIM47","tripartite motif containing 47"
"204866_at",1.76988745708371,8.47223457965957,4.49227756912119,4.69255635884138e-05,0.000286563131284047,1.48683883993966,"JADE3","jade family PHD finger 3"
"220027_s_at",-1.44538429593891,4.9416924583617,-4.49125769813154,4.7082014024514e-05,0.000287435149424599,1.48362120743224,"RASIP1","Ras interacting protein 1"
"218004_at",-0.82517552007466,10.4117437150851,-4.48993462849934,4.72857366166013e-05,0.000288595174189463,1.4794474199781,"BSDC1","BSD domain containing 1"
"203072_at",1.54916976050226,5.21365093157447,4.48947238657367,4.73571144807517e-05,0.000288947031831833,1.47798933197964,"MYO1E","myosin IE"
"1554542_at",-1.51175761463349,3.85514157625532,-4.48934970116352,4.73760768538132e-05,0.000288978967769565,1.47760234493186,"SLC25A48","solute carrier family 25 member 48"
"225390_s_at",-1.05302593481448,10.6698566962553,-4.48817480490273,4.75580466211075e-05,0.000290004890317009,1.47389657151187,"KLF13","KLF transcription factor 13"
"218102_at",1.21739209133936,10.0509759155745,4.48805714261133,4.75763079738986e-05,0.000290032227874476,1.47352547014247,"DERA","deoxyribose-phosphate aldolase"
"200658_s_at",1.00440233614254,9.98810334578723,4.48734755268786,4.76865828824228e-05,0.00029062031548205,1.47128753615058,"PHB1","prohibitin 1"
"229310_at",-2.94279585936878,7.64651822048936,-4.48717739391349,4.77130638248387e-05,0.000290697537919784,1.47075090265476,"KLHL29","kelch like family member 29"
"234480_at",-1.08853571358371,3.33447153995745,-4.48507798061745,4.80409711687102e-05,0.000292610660619603,1.46413058205547,NA,NA
"225030_at",0.967934696131223,10.9725615897447,4.48482108910533,4.80812461607138e-05,0.000292771255910624,1.46332057866573,"BOD1","biorientation of chromosomes in cell division 1"
"202040_s_at",1.29300369714706,8.64057796965957,4.48407654658675,4.81981609356942e-05,0.00029339829025343,1.46097306638457,"KDM5A","lysine demethylase 5A"
"201112_s_at",0.615417286040715,11.6999420865957,4.48125960274091,4.86430253253398e-05,0.000296020723647991,1.45209271909882,"CSE1L","chromosome segregation 1 like"
"227154_at",-2.90106090473077,7.79754094580851,-4.48030437442892,4.87947894805543e-05,0.000296774724755621,1.449081874647,"IGSF21","immunoglobin superfamily member 21"
"236656_s_at",-2.43451268914932,8.34425257542553,-4.48030228341302,4.87951222032876e-05,0.000296774724755621,1.44907528411416,"CRIM1-DT","CRIM1 divergent transcript"
"230029_x_at",-1.21235919191403,11.8092371949787,-4.47932360631912,4.89510933384929e-05,0.000297637352621397,1.44599078799026,"UBR3","ubiquitin protein ligase E3 component n-recognin 3"
"230032_at",1.08643664085294,9.27213467412766,4.47846263273898,4.90887093819527e-05,0.000298387910046233,1.44327747356442,"OSGEPL1","O-sialoglycoprotein endopeptidase like 1"
"206299_at",-2.19188443896607,5.56057678791489,-4.47822559067483,4.91266640479169e-05,0.000298508421898086,1.44253048300436,"NALF2","NALCN channel auxiliary factor 2"
"218145_at",2.24622623036877,7.28547976876596,4.47816171245579,4.91368970012764e-05,0.000298508421898086,1.44232918621698,"TRIB3","tribbles pseudokinase 3"
"203405_at",1.1781174650181,9.73183260038298,4.47767036994928,4.92156772189359e-05,0.000298828797865196,1.44078087607977,"PSMG1","proteasome assembly chaperone 1"
"217965_s_at",0.829560420760183,9.70480493019149,4.47765573421738,4.92180257576548e-05,0.000298828797865196,1.44073475721967,"SAP30BP","SAP30 binding protein"
"214665_s_at",-0.954437115986433,11.3767757565532,-4.47706226770883,4.93133494309982e-05,0.000299234939614446,1.43886472576029,"CHP1","calcineurin like EF-hand protein 1"
"220314_at",-0.413288272196833,2.67031021468085,-4.47710241742648,4.93068948175025e-05,0.000299234939614446,1.43899123574371,"HSFX1","heat shock transcription factor family, X-linked 1"
"220314_at",-0.413288272196833,2.67031021468085,-4.47710241742648,4.93068948175025e-05,0.000299234939614446,1.43899123574371,"HSFX2","heat shock transcription factor family, X-linked 2"
"214623_at",-0.840975995070137,4.23741164046809,-4.47633315968587,4.9430707384741e-05,0.000299860631253256,1.43656741511287,"FBXW4P1","F-box and WD repeat domain containing 4 pseudogene 1"
"221471_at",-1.00942467877376,11.7503738634894,-4.47510472732734,4.9629055392137e-05,0.000300977129358826,1.43269713592674,"SERINC3","serine incorporator 3"
"213340_s_at",1.21960744339592,9.19418297106383,4.4740859639008,4.97941398129232e-05,0.000301806857326263,1.42948774873935,"GFOD3P","Gfo/Idh/MocA-like oxidoreductase domain containing 3, pseudogene"
"228073_at",1.40520068364932,8.09788547674468,4.4740834548342,4.9794547054352e-05,0.000301806857326263,1.42947984483393,"NANP","N-acetylneuraminic acid phosphatase"
"229711_s_at",1.08558793405882,10.5067144150213,4.47362053952931,4.98697376671409e-05,0.000302175583734403,1.42802162728487,"MDM2","MDM2 proto-oncogene"
"212355_at",1.51332976199095,7.14849263306383,4.47255619956395,5.0043038288923e-05,0.000303138404599087,1.42466909953152,"KHNYN","KH and NYN domain containing"
"216929_x_at",-1.03427912997285,4.35051965257447,-4.47226871549867,5.00899487078112e-05,0.000303335276265657,1.42376361650535,"ABO","ABO, alpha 1-3-N-acetylgalactosaminyltransferase and alpha 1-3-galactosyltransferase"
"212898_at",0.834450082009045,9.8195928636383,4.47113207123061,5.02758430994786e-05,0.000304373453334491,1.42018377129703,"TTI1","TELO2 interacting protein 1"
"35265_at",-1.16099276701584,8.9277868566383,-4.47032458606732,5.04083144743419e-05,0.000305087699736888,1.41764082285992,"FXR2","FMR1 autosomal homolog 2"
"226673_at",-1.09355237926697,6.49170500580851,-4.46864090048737,5.06856294337529e-05,0.000306589798730028,1.41233910082047,"SH2D3C","SH2 domain containing 3C"
"226963_at",0.910085110877828,10.6619604156809,4.46869492093373,5.06767087541531e-05,0.000306589798730028,1.4125091926057,"BTF3L4","basic transcription factor 3 like 4"
"201669_s_at",0.831332298144796,13.4119312974468,4.46712265883991,5.0936973854726e-05,0.000308021631612175,1.4075590078585,"MARCKS","myristoylated alanine rich protein kinase C substrate"
"213762_x_at",0.820127367393662,11.3224677165532,4.46668690892956,5.10093370161773e-05,0.000308370633024277,1.40618719211221,"RBMX","RNA binding motif protein X-linked"
"202894_at",2.27538627256109,5.44196092468085,4.46658187365581,5.10267948193951e-05,0.000308387605784745,1.40585653077827,"EPHB4","EPH receptor B4"
"222104_x_at",0.754413396361986,9.73676483965957,4.46606311046116,5.11131036609259e-05,0.000308731946072451,1.40422345781691,"GTF2H3","general transcription factor IIH subunit 3"
"237974_at",-2.11646693842534,4.06274691980851,-4.46608105244718,5.11101161936789e-05,0.000308731946072451,1.40427993817787,"ABHD12B","abhydrolase domain containing 12B"
"202270_at",2.80489294456561,8.99554319165957,4.46532041555624,5.12369175905776e-05,0.000309391025611491,1.40188557366202,"GBP1","guanylate binding protein 1"
"232271_at",2.09370060292534,4.64929841221277,4.46468363524524,5.13433081646586e-05,0.000309944547423592,1.39988121224806,"HNF4G","hepatocyte nuclear factor 4 gamma"
"205546_s_at",0.770310772493209,8.93520255889362,4.46354734052417,5.15336925892404e-05,0.00031100465281064,1.39630483122016,"TYK2","tyrosine kinase 2"
"225493_at",0.734282509484164,9.87712547165957,4.46344050685694,5.15516278776174e-05,0.000311023722219503,1.39596860053005,"CCNT1","cyclin T1"
"227761_at",-1.76100859786652,11.6702814319574,-4.46217503856076,5.17645403585043e-05,0.000312218789268342,1.39198611284199,"MYO5A","myosin VA"
"212070_at",0.983693542126691,12.583916232766,4.46170633042842,5.18436176325895e-05,0.000312606173350332,1.39051117833572,"ADGRG1","adhesion G protein-coupled receptor G1"
"224003_at",-0.801788870522625,2.68000422004255,-4.46069828277668,5.20140891635817e-05,0.000313544266006127,1.38733925082581,"TTTY14","testis expressed transcript, Y-linked 14"
"204513_s_at",-2.07889776756561,9.9966679847234,-4.46058914020538,5.20325791888573e-05,0.000313565929552089,1.38699583908476,"ELMO1","engulfment and cell motility 1"
"210555_s_at",1.17586571238914,7.86756404787234,4.4602741596754,5.20859766222821e-05,0.000313766421777215,1.38600478671548,"NFATC3","nuclear factor of activated T cells 3"
"222446_s_at",2.3565621128914,7.53021244085106,4.46021707293348,5.20956600527965e-05,0.000313766421777215,1.3858251723462,"BACE2","beta-secretase 2"
"204306_s_at",1.77588215061312,9.19083054246808,4.45972002119618,5.2180047697186e-05,0.00031418478376023,1.38426131592575,"CD151","CD151 molecule (Raph blood group)"
"211748_x_at",-2.83706701986652,12.0877432975106,-4.45792548019152,5.24858325345761e-05,0.000315935594753453,1.37861578148118,"PTGDS","prostaglandin D2 synthase"
"202527_s_at",1.42055541368326,10.0105953430213,4.45704659346437,5.26362310837039e-05,0.000316737295930728,1.37585117278521,"SMAD4","SMAD family member 4"
"47553_at",-1.80035667604299,6.19655673676596,-4.45697143777365,5.26491115658725e-05,0.000316737295930728,1.37561477442798,"WHRN","whirlin"
"225611_at",-1.65545916319231,9.08624045653191,-4.45687387727336,5.26658364719055e-05,0.000316747387923889,1.37530790522145,"MAST4","microtubule associated serine/threonine kinase family member 4"
"200942_s_at",0.727656293800905,12.2481247631915,4.45667789341211,5.26994499102095e-05,0.000316859017597803,1.37469146068771,"HSBP1","heat shock factor binding protein 1"
"215111_s_at",-0.777184266470588,13.4359230244681,-4.45549900110109,5.29020863541062e-05,0.000317986555612203,1.37098361532074,"TSC22D1","TSC22 domain family member 1"
"220099_s_at",0.733733551635746,10.5143577044468,4.45501880386713,5.29848443256895e-05,0.00031839308394398,1.36947341178892,"LUC7L2","LUC7 like 2, pre-mRNA splicing factor"
"220099_s_at",0.733733551635746,10.5143577044468,4.45501880386713,5.29848443256895e-05,0.00031839308394398,1.36947341178892,"FMC1-LUC7L2","FMC1-LUC7L2 readthrough"
"231325_at",-3.28860490463348,6.97544537461702,-4.45411983345359,5.31401148691338e-05,0.00031923499372011,1.36664635261254,"UNC5D","unc-5 netrin receptor D"
"211383_s_at",-0.902459997099552,8.58872381476596,-4.45354818455895,5.32390816623707e-05,0.000319738279313239,1.36484876203541,"WDR37","WD repeat domain 37"
"203162_s_at",-1.22606213510181,9.04305043648936,-4.45329223607576,5.32834511769757e-05,0.000319913476119606,1.36404394314198,"KATNB1","katanin regulatory subunit B1"
"201710_at",2.18141946804072,5.54886437489362,4.45312765736098,5.3312000540899e-05,0.000319993616021079,1.36352644209468,"MYBL2","MYB proto-oncogene like 2"
